timestamp,level,flow_run_id,task_run_id,message
2025-12-21 10:59:14.025731+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read all data, final shape: (19404, 65)"
2025-12-21 10:59:14.026133+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read CSV after preprocess, final shape: (19404, 65)"
2025-12-21 10:59:14.125513+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Converted to parquet (local): /tmp/dataset_etl_parquet_qjile5uh/企业法人主要经济指标_611-3.parquet
2025-12-21 10:59:14.126545+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Processing team-8/dataset-40/sourcedata/202308001_企业研究开发活动及相关情况_607-2_/WLB-511900000000-T_PG_1690797695334.csv, suffix=.csv, parent=202308001_企业研究开发活动及相关情况_607-2_"
2025-12-21 10:59:14.126836+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Downloading s3://datasets/team-8/dataset-40/sourcedata/202308001_企业研究开发活动及相关情况_607-2_/WLB-511900000000-T_PG_1690797695334.csv -> /tmp/dataset_etl_parquet_qjile5uh/WLB-511900000000-T_PG_1690797695334.csv
2025-12-21 10:59:14.155893+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Preprocessed CSV with encoding utf-8, path: /tmp/clean_csv_o819ldoc.csv"
2025-12-21 10:59:14.156730+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,Reading CSV file (0.13MB) in chunks to ensure data integrity
2025-12-21 10:59:14.162475+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Finished reading 1 chunks, total rows: 588, concatenating..."
2025-12-21 10:59:14.164304+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read all data, final shape: (588, 62)"
2025-12-21 10:59:14.164626+00:00,20,589a7abb-1faf-47fe-9123-354fd85c5525,019b4090-3e17-775c-9c97-1a6f47107b88,"Successfully read CSV after preprocess, final shape: (588, 62)"
